Miesiąc estymacji,Stacja,Czyja (w danym miesiącu),Kto (kogo estymacja),Estymacja (wartość liczbowa),channel provys,Nazwa stacji TechEdge,channel nielsen,Share
2026_02,Polsat Cafe,Wiola,KB,0.0035,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.003195
2026_02,NBCU 13 Ulica,Wiola,KB,0.0018,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.001948
2026_02,4FUN.TV,Wiola,KB,0.0018,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.001494
2026_02,Stars.tv,Wiola,KB,0.0018,Stars.tv,Stars.tv,Stars.tv,0.001979
2026_02,BBC Earth,Piotr,KB,0.0014,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001554
2026_02,AXN White,Piotr,KB,0.001,AXN White,AXN White,AXN White [AXN Crime],0.000368
2026_02,History2,Agata,KB,0.002,History2,History2 [H2],HISTORY2 [H2],0.001536
2026_02,Polsat Doku,Dariusz,KB,0.0015,Polsat Doku,Polsat Doku,Polsat Doku,0.001051
2026_02,Polsat Sport 2,Adam,KB,0.0008,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.000694
2026_02,Polsat JimJam,Dariusz,KB,0.0012,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.001055
2026_02,Epic Drama,Łukasz,KB,0.0011,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.000853
2026_02,NBCU SciFi Universal,Łukasz,KB,0.001,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.001221
2026_02,4FUN KIDS,Wiola,KB,0.0005,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000227
2026_02,Polsat News 2,Dariusz,KB,0.0005,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000635
2026_02,BBC CBeebies,Dariusz,KB,0.0014,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001783
2026_02,AXN Black,Piotr,KB,0.0017,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.002027
2026_02,Polsat Rodzina,Piotr,KB,0.0008,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.000882
2026_02,SPI Kino Polska Muzyka,Agata,KB,0.0005,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000342
2026_02,Polsat Viasat Nature,Łukasz,KB,0.0004,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.000613
2026_02,TELE5,Adam,KB,0.0011,TELE5,Tele5,Tele5,0.001015
2026_02,BBC Brit,Piotr,KB,0.0005,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.00061
2026_02,Eska TV Extra,Adam,KB,0.0005,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.000456
2026_02,BBC Lifestyle,Piotr,KB,0.0008,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.000653
2026_02,4FUN DANCE,Wiola,KB,0.0003,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000423
2026_02,Polsat Music,Piotr,KB,0.0005,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000261
2026_02,Polsat Games,Łukasz,KB,0.0005,Polsat Games,Polsat Games,Polsat Games,0.000374
2026_02,Polsat Sport 3,Rafał,KB,0.0006,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000426
2026_02,Extreme Sports,Łukasz,KB,0.0001,Extreme Sports,Extreme Sports,Extreme Sports,5.2e-05
2026_02,Vox Music TV,Adam,KB,0.0002,Vox Music TV,Vox Music TV,Vox Music TV,0.000254
2026_02,AXN Spin,Piotr,KB,0.0001,AXN Spin,AXN Spin,AXN Spin,0.000118
2026_02,Eska Rock TV,Adam,KB,0.0003,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000379
2026_02,Eleven Sports 2,Łukasz,KB,0.0004,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],0.000756
2026_02,NBCU E Entertainment,Wiola,KB,0.0001,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],0.000155
2026_02,POLONIA1,Adam,KB,0.0001,POLONIA1,Polonia 1,Polonia1,0.000174
2026_02,Sundance TV,Agata,KB,0.0001,Sundance TV,Sundance Channel,Sundance Channel,0.00014
2026_02,Novela TV,Dariusz,KB,0.0001,Novela TV,Novela TV,Novela TV,6.1e-05
2026_02,SPI Gametoon,Agata,KB,0.0001,SPI Gametoon,Gametoon,Gametoon,2.4e-05
2026_02,Golf Zone,Agata,KB,0.0001,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],5.2e-05
2026_02,Water Planet,Adam,KB,0.0001,Water Planet,Water Planet,Water Planet [CSB TV],7.2e-05
2026_02,Polsat Film 2,Łukasz,KB,0.0004,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000483
2026_02,Polsat Reality,Rafał,KB,0.0003,Polsat Reality,Polsat Reality,Polsat Reality,0.000663
2026_02,Polsat X,Rafał,KB,0.0003,Polsat X,Polsat X,Polsat X,0.000331
2026_02,DaVinci,Dariusz,KB,0.0001,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],6.5e-05
2026_02,TVT,Łukasz,KB,0.0001,TVT,TVT,TVT,0.000127
2026_02,FILMBOX Premium,Łukasz,KB,0.0003,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.000263
2026_02,Ale Kino+,Agata,KB,0.0012,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.00188
2026_02,Canal+ Domo,Wiola,KB,0.0012,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001099
2026_02,Planete+,Dariusz,KB,0.001,Planete+,Planete+,Planete+ [Planete],0.001567
2026_02,MiniMini+,Dariusz,KB,0.0021,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.001297
2026_02,teleTOON+,Dariusz,KB,0.0005,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000327
2026_02,Novelas+,Agata,KB,0.0015,Novelas+,Novelas,Novelas,0.002567
2026_02,CANAL+ KUCHNIA,Wiola,KB,0.0013,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.000999
2026_02,Canal+ 360,Rafał,KB,0.001,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000998
2026_02,Canal+ Sport,Łukasz,KB,0.0008,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.000686
2026_02,Canal+ Sport2,Adam,KB,0.0002,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000423
2026_02,Canal+ Sport3,Adam,KB,0.0008,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,0.003063
2026_02,Canal+ Sport4,Rafał,KB,0.0001,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,0.000111
2026_02,Canal+ Sport5,Rafał,KB,0.0005,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.00047
2026_02,CANAL+ Extra1,Łukasz,KB,0.0008,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,0.000962
2026_02,CANAL+ Extra2,Łukasz,KB,0.0001,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_02,Viasat True Crime,Rafał,KB,0.0003,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.00038
2026_02,Novelas+1,Agata,KB,0.0001,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000134
2026_02,Kabaret TV,Rafał,KB,0.002,Kabaret TV,Kabaret TV,Kabaret TV,0.001362
2026_02,Polsat News Polityka,Dariusz,KB,0.0004,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000492
2026_02,CANAL+ Seriale,Wiola,KB,0.0001,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000137
2026_02,CANAL+ Dokument,Wiola,KB,0.0001,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000294
2026_02,DocuBox,Dariusz,KB,0.0001,DocuBox,DocuBox,DocuBox,7.6e-05
2026_02,FILMBOX Action,Rafał,KB,0.0001,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000305
2026_02,FILMBOX Extra,Rafał,KB,0.0001,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.00017
2026_02,FILMBOX Family,Rafał,KB,0.0001,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000213
2026_02,TVN,,KB,0.0761,TVN,TVN,TVN,0.075707
2026_02,TVP1,,KB,0.0431,TVP1,TVP1,TVP1,0.049938
2026_02,TVP2,,KB,0.0495,TVP2,TVP2,TVP2,0.050424
2026_02,Polsat,Maciej,AK,0.0781078407276282,Polsat,Polsat,Polsat,0.072383
2026_02,Fokus TV,Adam,AK,0.0102501895441344,Fokus TV,Fokus TV,Fokus TV,0.008526
2026_02,Nowa TV,Adam,AK,0.00434841694827138,Nowa TV,Nowa TV,Nowa TV,0.004189
2026_02,Eleven Sports 1,Adam,AK,0.00269477806122449,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.002333
2026_02,Disco Polo Music,Adam,AK,0.0008432224138659521,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000617
2026_02,Puls 2,Agata,AK,0.0196193294824058,Puls 2,Puls 2,Puls 2,0.015178
2026_02,Zoom TV,Agata,AK,0.005177553398058252,Zoom TV,ZOOM,ZOOM [Zoom TV],0.004387
2026_02,SPI Kino Polska,Agata,AK,0.002992984534386311,SPI Kino Polska,Kino Polska,Kino Polska,0.002484
2026_02,History,Agata,AK,0.0029853044404973355,History,History,HISTORY,0.00317
2026_02,CI Polsat,Agata,AK,0.00061958620689655,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.001597
2026_02,Polsat News,Dariusz,AK,0.01029388190601257,Polsat News,Polsat News,Polsat News,0.010103
2026_02,Stopklatka,Dariusz,AK,0.012226154322674685,Stopklatka,Stopklatka,Stopklatka,0.010111
2026_02,Wydarzenia24,Dariusz,AK,0.010673312384874001,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.01025
2026_02,Puls,Łukasz,AK,0.035884675138149046,Puls,TV PULS,TV PULS [PULS],0.033127
2026_02,Polsat 2,Łukasz,AK,0.00891036401373034,Polsat 2,Polsat2,Polsat2,0.007889
2026_02,Polsat Film,Łukasz,AK,0.006153173746581585,Polsat Film,Polsat Film,Polsat Film,0.005499
2026_02,Polsat Sport 1,Łukasz,AK,0.0036090167717920617,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.003573
2026_02,Polsat Viasat History,Łukasz,AK,0.00119909163514082,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.001298
2026_02,Polsat Viasat Explore,Łukasz,AK,0.0010971502801567484,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.001211
2026_02,Szóstka,Piotr,AK,0.0161,Szóstka,TV6,TV6,0.01867
2026_02,Super Polsat,Piotr,AK,0.0103436246648794,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.011545
2026_02,WPOLSCE24,Piotr,AK,0.0064864505327245,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007776
2026_02,AXN,Piotr,AK,0.00276527092032396,AXN,AXN,AXN,0.002948
2026_02,BBC First,Piotr,AK,0.00153733612040134,BBC First,BBC First,BBC First [BBC HD],0.001704
2026_02,Polsat Play,Rafał,AK,0.004005696813977389,Polsat Play,Polsat Play,Polsat Play,0.00352
2026_02,Polo TV,Rafał,AK,0.0030102336921287404,Polo TV,Polo TV,Polo TV,0.002886
2026_02,SPI Kino TV,Rafał,AK,0.0028645406824147003,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.003363
2026_02,Eska TV,Rafał,AK,0.002944143111111111,Eska TV,Eska TV [8TV],Eska TV [8TV],0.003458
2026_02,AMC,Rafał,AK,0.0018448161108723096,AMC,AMC,AMC [MGM],0.003548
2026_02,Czwórka,Wiola,AK,0.02884675138149,Czwórka,TV4 pl,TV4,0.028894
2026_02,TV Republika,Wiola,AK,0.0322197819672131,TV Republika,Republika,Republika [TV Republika],0.034032
2026_02,WP,Wiola,AK,0.00531708813960367,WP,WP,WP,0.005103
2026_02,Polsat Seriale,Wiola,AK,0.0033951811508406344,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004072
2026_02,Polsat Cafe,Wiola,AK,0.0035883064923147505,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.003195
2026_02,NBCU 13 Ulica,Wiola,AK,0.0014814407306311473,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.001948
2026_02,4FUN.TV,Wiola,AK,0.00108081464939705,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.001494
2026_02,Stars.tv,Wiola,AK,0.002139474663908997,Stars.tv,Stars.tv,Stars.tv,0.001979
2026_02,BBC Earth,Piotr,AK,0.00176149055523755,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001554
2026_02,AXN White,Piotr,AK,0.0012174677716390424,AXN White,AXN White,AXN White [AXN Crime],0.000368
2026_02,History2,Agata,AK,0.001595346131471786,History2,History2 [H2],HISTORY2 [H2],0.001536
2026_02,Polsat Doku,Dariusz,AK,0.00153893115942029,Polsat Doku,Polsat Doku,Polsat Doku,0.001051
2026_02,Polsat Sport 2,Adam,AK,0.001065115147361206,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.000694
2026_02,Polsat JimJam,Dariusz,AK,0.0010564981927710844,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.001055
2026_02,Epic Drama,Łukasz,AK,0.00098526659412405,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.000853
2026_02,NBCU SciFi Universal,Łukasz,AK,0.0009959088961401929,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.001221
2026_02,4FUN KIDS,Wiola,AK,0.0006880551059095792,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000227
2026_02,Polsat News 2,Dariusz,AK,0.0006280204359673025,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000635
2026_02,BBC CBeebies,Dariusz,AK,0.0007794035853457298,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001783
2026_02,AXN Black,Piotr,AK,0.0018122604294200423,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.002027
2026_02,Polsat Rodzina,Piotr,AK,0.0008252681388013,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.000882
2026_02,SPI Kino Polska Muzyka,Agata,AK,0.00043201396514141506,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000342
2026_02,Polsat Viasat Nature,Łukasz,AK,0.000429496137339056,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.000613
2026_02,TELE5,Adam,AK,0.0009258859527121001,TELE5,Tele5,Tele5,0.001015
2026_02,BBC Brit,Piotr,AK,0.00071822675224329,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.00061
2026_02,Eska TV Extra,Adam,AK,0.00037260316369026604,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.000456
2026_02,BBC Lifestyle,Piotr,AK,0.0007551452282157679,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.000653
2026_02,4FUN DANCE,Wiola,AK,0.00032672249003402437,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000423
2026_02,Polsat Music,Piotr,AK,0.0003186188747731398,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000261
2026_02,Polsat Games,Łukasz,AK,0.000212012987012987,Polsat Games,Polsat Games,Polsat Games,0.000374
2026_02,Polsat Sport 3,Rafał,AK,0.0006378660158627074,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000426
2026_02,Extreme Sports,Łukasz,AK,2.485933503836317e-06,Extreme Sports,Extreme Sports,Extreme Sports,5.2e-05
2026_02,Vox Music TV,Adam,AK,0.00024782108626198086,Vox Music TV,Vox Music TV,Vox Music TV,0.000254
2026_02,AXN Spin,Piotr,AK,0.00018745762711864407,AXN Spin,AXN Spin,AXN Spin,0.000118
2026_02,Eska Rock TV,Adam,AK,0.000239519434361766,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000379
2026_02,Eleven Sports 2,Łukasz,AK,0.0008202729805013929,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],0.000756
2026_02,NBCU E Entertainment,Wiola,AK,7.602941176470588e-05,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],0.000155
2026_02,POLONIA1,Adam,AK,0.000221548362235067,POLONIA1,Polonia 1,Polonia1,0.000174
2026_02,Sundance TV,Agata,AK,0.000189247191011235,Sundance TV,Sundance Channel,Sundance Channel,0.00014
2026_02,Novela TV,Dariusz,AK,9.400000000000001e-05,Novela TV,Novela TV,Novela TV,6.1e-05
2026_02,SPI Gametoon,Agata,AK,3.228021978021979e-05,SPI Gametoon,Gametoon,Gametoon,2.4e-05
2026_02,Golf Zone,Agata,AK,3.1058823529411765e-05,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],5.2e-05
2026_02,Water Planet,Adam,AK,5.453488372093023e-05,Water Planet,Water Planet,Water Planet [CSB TV],7.2e-05
2026_02,Polsat Film 2,Łukasz,AK,0.0005353000000000001,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000483
2026_02,Polsat Reality,Rafał,AK,0.000508,Polsat Reality,Polsat Reality,Polsat Reality,0.000663
2026_02,Polsat X,Rafał,AK,0.000273,Polsat X,Polsat X,Polsat X,0.000331
2026_02,DaVinci,Dariusz,AK,6.0571428571428576e-05,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],6.5e-05
2026_02,TVT,Łukasz,AK,5.453488372093023e-05,TVT,TVT,TVT,0.000127
2026_02,FILMBOX Premium,Łukasz,AK,0.000140880924981001,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.000263
2026_02,Ale Kino+,Agata,AK,0.00160635227272727,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.00188
2026_02,Canal+ Domo,Wiola,AK,0.0009520541225149786,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001099
2026_02,Planete+,Dariusz,AK,0.0013855537815126052,Planete+,Planete+,Planete+ [Planete],0.001567
2026_02,MiniMini+,Dariusz,AK,0.00170445998214817,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.001297
2026_02,teleTOON+,Dariusz,AK,0.000276838461538461,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000327
2026_02,Novelas+,Agata,AK,0.0006983304333984675,Novelas+,Novelas,Novelas,0.002567
2026_02,CANAL+ KUCHNIA,Wiola,AK,0.00112677472984206,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.000999
2026_02,Canal+ 360,Rafał,AK,0.000899598272138229,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000998
2026_02,Canal+ Sport,Łukasz,AK,0.0008837682096557249,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.000686
2026_02,Canal+ Sport2,Adam,AK,0.0009007332297917079,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000423
2026_02,Canal+ Sport3,Adam,AK,0.0021845192012288784,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,0.003063
2026_02,Canal+ Sport4,Rafał,AK,9.192718446601941e-05,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,0.000111
2026_02,Canal+ Sport5,Rafał,AK,0.0005012269938650308,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.00047
2026_02,CANAL+ Extra1,Łukasz,AK,0.0011740000000000001,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,0.000962
2026_02,CANAL+ Extra2,Łukasz,AK,0.000271,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_02,Viasat True Crime,Rafał,AK,0.00037635273972602695,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.00038
2026_02,Novelas+1,Agata,AK,7.614457831325301e-06,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000134
2026_02,Kabaret TV,Rafał,AK,0.0020686192246415296,Kabaret TV,Kabaret TV,Kabaret TV,0.001362
2026_02,Polsat News Polityka,Dariusz,AK,0.0006114149443561209,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000492
2026_02,CANAL+ Seriale,Wiola,AK,0.0001,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000137
2026_02,CANAL+ Dokument,Wiola,AK,0.0001,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000294
2026_02,DocuBox,Dariusz,AK,0.0001,DocuBox,DocuBox,DocuBox,7.6e-05
2026_02,FILMBOX Action,Rafał,AK,0.0001,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000305
2026_02,FILMBOX Extra,Rafał,AK,0.0001,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.00017
2026_02,FILMBOX Family,Rafał,AK,0.0001,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000213
2026_02,TVN,,AK,0.0733313831380934,TVN,TVN,TVN,0.075707
2026_02,TVP1,,AK,0.045700000000000005,TVP1,TVP1,TVP1,0.049938
2026_02,TVP2,,AK,0.048982059668128276,TVP2,TVP2,TVP2,0.050424
2026_02,Polsat,Maciej,RD,0.07536188919294473,Polsat,Polsat,Polsat,0.072383
2026_02,Fokus TV,Adam,RD,0.009399999999999999,Fokus TV,Fokus TV,Fokus TV,0.008526
2026_02,Nowa TV,Adam,RD,0.0043,Nowa TV,Nowa TV,Nowa TV,0.004189
2026_02,Eleven Sports 1,Adam,RD,0.0026,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.002333
2026_02,Disco Polo Music,Adam,RD,0.0007636029075235109,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000617
2026_02,Puls 2,Agata,RD,0.0187,Puls 2,Puls 2,Puls 2,0.015178
2026_02,Zoom TV,Agata,RD,0.0054,Zoom TV,ZOOM,ZOOM [Zoom TV],0.004387
2026_02,SPI Kino Polska,Agata,RD,0.0029086088920535734,SPI Kino Polska,Kino Polska,Kino Polska,0.002484
2026_02,History,Agata,RD,0.0030246953222387717,History,History,HISTORY,0.00317
2026_02,CI Polsat,Agata,RD,0.0012050849072700296,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.001597
2026_02,Polsat News,Dariusz,RD,0.01,Polsat News,Polsat News,Polsat News,0.010103
2026_02,Stopklatka,Dariusz,RD,0.0116,Stopklatka,Stopklatka,Stopklatka,0.010111
2026_02,Wydarzenia24,Dariusz,RD,0.0109,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.01025
2026_02,Puls,Łukasz,RD,0.037599999999999995,Puls,TV PULS,TV PULS [PULS],0.033127
2026_02,Polsat 2,Łukasz,RD,0.0086,Polsat 2,Polsat2,Polsat2,0.007889
2026_02,Polsat Film,Łukasz,RD,0.00635,Polsat Film,Polsat Film,Polsat Film,0.005499
2026_02,Polsat Sport 1,Łukasz,RD,0.0038,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.003573
2026_02,Polsat Viasat History,Łukasz,RD,0.001790757970071568,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.001298
2026_02,Polsat Viasat Explore,Łukasz,RD,0.001058712635093341,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.001211
2026_02,Szóstka,Piotr,RD,0.0178,Szóstka,TV6,TV6,0.01867
2026_02,Super Polsat,Piotr,RD,0.0113,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.011545
2026_02,WPOLSCE24,Piotr,RD,0.0072,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007776
2026_02,AXN,Piotr,RD,0.0031568548080012854,AXN,AXN,AXN,0.002948
2026_02,BBC First,Piotr,RD,0.001762985492738589,BBC First,BBC First,BBC First [BBC HD],0.001704
2026_02,Polsat Play,Rafał,RD,0.0042,Polsat Play,Polsat Play,Polsat Play,0.00352
2026_02,Polo TV,Rafał,RD,0.0031,Polo TV,Polo TV,Polo TV,0.002886
2026_02,SPI Kino TV,Rafał,RD,0.0031,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.003363
2026_02,Eska TV,Rafał,RD,0.003,Eska TV,Eska TV [8TV],Eska TV [8TV],0.003458
2026_02,AMC,Rafał,RD,0.0019322008603689567,AMC,AMC,AMC [MGM],0.003548
2026_02,Czwórka,Wiola,RD,0.0285,Czwórka,TV4 pl,TV4,0.028894
2026_02,TV Republika,Wiola,RD,0.0327,TV Republika,Republika,Republika [TV Republika],0.034032
2026_02,WP,Wiola,RD,0.00505,WP,WP,WP,0.005103
2026_02,Polsat Seriale,Wiola,RD,0.0036307232029504557,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004072
2026_02,Polsat Cafe,Wiola,RD,0.0036,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.003195
2026_02,NBCU 13 Ulica,Wiola,RD,0.001551136877775311,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.001948
2026_02,4FUN.TV,Wiola,RD,0.0013883925233321409,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.001494
2026_02,Stars.tv,Wiola,RD,0.002258908380649806,Stars.tv,Stars.tv,Stars.tv,0.001979
2026_02,BBC Earth,Piotr,RD,0.0015838847680412372,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001554
2026_02,AXN White,Piotr,RD,0.0010098856205985915,AXN White,AXN White,AXN White [AXN Crime],0.000368
2026_02,History2,Agata,RD,0.0016950070107665221,History2,History2 [H2],HISTORY2 [H2],0.001536
2026_02,Polsat Doku,Dariusz,RD,0.0012884895440494592,Polsat Doku,Polsat Doku,Polsat Doku,0.001051
2026_02,Polsat Sport 2,Adam,RD,0.001,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.000694
2026_02,Polsat JimJam,Dariusz,RD,0.001253979402430109,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.001055
2026_02,Epic Drama,Łukasz,RD,0.0011099281976744188,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.000853
2026_02,NBCU SciFi Universal,Łukasz,RD,0.0011849247747227356,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.001221
2026_02,4FUN KIDS,Wiola,RD,0.00043873072652901747,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000227
