Miesiąc estymacji,Stacja,Czyja (w danym miesiącu),Kto (kogo estymacja),Estymacja (wartość liczbowa),channel provys,Nazwa stacji TechEdge,channel nielsen,Share
2026_06,AXN White,Piotr,AK,0.00046,AXN White,AXN White,AXN White [AXN Crime],0.000952
2026_06,History2,Agata,AK,0.002149638695884554,History2,History2 [H2],HISTORY2 [H2],0.001714
2026_06,Polsat Doku,Dariusz,AK,0.0008832520847342875,Polsat Doku,Polsat Doku,Polsat Doku,0.00097
2026_06,Polsat Sport 2,Adam,AK,0.00178238195664909,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.001175
2026_06,Polsat JimJam,Dariusz,AK,0.0004656786079836234,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.000969
2026_06,Epic Drama,Łukasz,AK,0.000497671052631579,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.00055
2026_06,NBCU SciFi Universal,Łukasz,AK,0.0004989534246575343,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.00069
2026_06,4FUN KIDS,Wiola,AK,0.0005639999999999999,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000539
2026_06,Polsat News 2,Dariusz,AK,0.0007764264237355637,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000728
2026_06,BBC CBeebies,Dariusz,AK,0.001055,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001057
2026_06,AXN Black,Piotr,AK,0.001134,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.001617
2026_06,Polsat Rodzina,Piotr,AK,0.0007478929256093518,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.001067
2026_06,SPI Kino Polska Muzyka,Agata,AK,0.000452429416564667,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000308
2026_06,Polsat Viasat Nature,Łukasz,AK,0.000376923076923077,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.00037
2026_06,TELE5,Adam,AK,0.0008081666666666667,TELE5,Tele5,Tele5,0.000924
2026_06,BBC Brit,Piotr,AK,0.000665,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.000753
2026_06,Eska TV Extra,Adam,AK,0.0003558817580549378,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.000427
2026_06,BBC Lifestyle,Piotr,AK,0.00031620670995670993,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.000524
2026_06,4FUN DANCE,Wiola,AK,0.00048300000000000003,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000738
2026_06,Polsat Music,Piotr,AK,0.00038116781609195407,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000485
2026_06,Polsat Games,Łukasz,AK,0.00021252726392251815,Polsat Games,Polsat Games,Polsat Games,0.000293
2026_06,Polsat Sport 3,Rafał,AK,0.000705312137907243,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000787
2026_06,Extreme Sports,Łukasz,AK,1.3500000000000001e-05,Extreme Sports,Extreme Sports,Extreme Sports,2.8e-05
2026_06,Vox Music TV,Adam,AK,0.0003373333333333333,Vox Music TV,Vox Music TV,Vox Music TV,0.000334
2026_06,AXN Spin,Piotr,AK,0.000124,AXN Spin,AXN Spin,AXN Spin,0.000141
2026_06,Eska Rock TV,Adam,AK,0.00019302906976744188,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000182
2026_06,Eleven Sports 2,Łukasz,AK,6.793166287015945e-05,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],3.8e-05
2026_06,NBCU E Entertainment,Wiola,AK,6.29e-05,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],8.1e-05
2026_06,POLONIA1,Adam,AK,0.00025812274368231046,POLONIA1,Polonia 1,Polonia1,0.000392
2026_06,Sundance TV,Agata,AK,0.00010361676646706586,Sundance TV,Sundance Channel,Sundance Channel,0.000222
2026_06,Novela TV,Dariusz,AK,6.885304054054053e-05,Novela TV,Novela TV,Novela TV,8.2e-05
2026_06,SPI Gametoon,Agata,AK,1.0404411764705883e-05,SPI Gametoon,Gametoon,Gametoon,2.4e-05
2026_06,Golf Zone,Agata,AK,4.266666666666667e-05,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],5e-05
2026_06,Water Planet,Adam,AK,3.38965517241379e-05,Water Planet,Water Planet,Water Planet [CSB TV],5.3e-05
2026_06,Polsat Film 2,Łukasz,AK,0.000343,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000523
2026_06,Polsat Reality,Rafał,AK,0.0004712,Polsat Reality,Polsat Reality,Polsat Reality,0.000415
2026_06,Polsat X,Rafał,AK,0.000315,Polsat X,Polsat X,Polsat X,0.001056
2026_06,DaVinci,Dariusz,AK,0.0001161237113402062,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],4.6e-05
2026_06,TVT,Adam,AK,2.3999999999999997e-05,TVT,TVT,TVT,0.000118
2026_06,FILMBOX Premium,Łukasz,AK,0.00016903934169876805,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.00022
2026_06,Ale Kino+,Agata,AK,0.001161,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.001071
2026_06,Canal+ Domo,Wiola,AK,0.000980334471803018,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001032
2026_06,Planete+,Dariusz,AK,0.0010670483061480554,Planete+,Planete+,Planete+ [Planete],0.001353
2026_06,MiniMini+,Dariusz,AK,0.0015335338101430402,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.00164
2026_06,teleTOON+,Dariusz,AK,0.00028434342442589867,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000278
2026_06,Novelas+,Agata,AK,0.00149078095238095,Novelas+,Novelas,Novelas,0.002151
2026_06,CANAL+ KUCHNIA,Wiola,AK,0.0012324348128608814,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.001093
2026_06,Canal+ 360,Rafał,AK,0.0007184648147990573,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000822
2026_06,Canal+ Sport,Łukasz,AK,0.00093428734974242,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.000906
2026_06,Canal+ Sport2,Adam,AK,0.000766663252685376,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000213
2026_06,Canal+ Sport3,Adam,AK,4.066652960526316e-05,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,5.5e-05
2026_06,Canal+ Sport4,Rafał,AK,6.992125984251969e-05,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,5.3e-05
2026_06,Canal+ Sport5,Rafał,AK,0.0019621050156739812,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.001541
2026_06,CANAL+ Extra1,Łukasz,AK,0.000116421428571429,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,2.6e-05
2026_06,CANAL+ Extra2,Łukasz,AK,4.4000000000000006e-05,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_06,Viasat True Crime,Rafał,AK,0.0004872470588235294,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.000328
2026_06,Novelas+1,Agata,AK,0.0007038667215138,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000173
2026_06,Kabaret TV,Rafał,AK,0.00195449350649351,Kabaret TV,Kabaret TV,Kabaret TV,0.001631
2026_06,Polsat News Polityka,Dariusz,AK,0.0005932189852929812,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000478
2026_06,Kanał Zero TV,Wiola,AK,0.0008045,Kanał Zero TV,ZERO,ZERO,0.001481
2026_06,CANAL+ Seriale,Wiola,AK,0.000165,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000149
2026_06,CANAL+ Dokument,Wiola,AK,0.00021799999999999999,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000203
2026_06,DocuBox,Dariusz,AK,8.4e-05,DocuBox,DocuBox,DocuBox,5.2e-05
2026_06,FILMBOX Action,Rafał,AK,0.0002743,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000485
2026_06,FILMBOX Extra,Rafał,AK,0.0001435,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.000284
2026_06,FILMBOX Family,Rafał,AK,0.0001371,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000351
2026_06,TVN,,AK,0.07771499999999999,TVN,TVN,TVN,0.0754
2026_06,TVP1,,AK,0.06452200000000001,TVP1,TVP1,TVP1,0.067311
2026_06,TVP2,,AK,0.044699,TVP2,TVP2,TVP2,0.044827
2026_06,Polsat,Maciej,RD,0.0726,Polsat,Polsat,Polsat,0.065614
2026_06,Fokus TV,Adam,RD,0.008199999999999999,Fokus TV,Fokus TV,Fokus TV,0.008547
2026_06,Nowa TV,Adam,RD,0.0036,Nowa TV,Nowa TV,Nowa TV,0.003253
2026_06,Eleven Sports 1,Adam,RD,0.00104,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.001889
2026_06,Disco Polo Music,Adam,RD,0.000504,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000801
2026_06,Puls 2,Agata,RD,0.0166,Puls 2,Puls 2,Puls 2,0.014073
2026_06,Zoom TV,Agata,RD,0.0043,Zoom TV,ZOOM,ZOOM [Zoom TV],0.003246
2026_06,SPI Kino Polska,Agata,RD,0.002652806132665741,SPI Kino Polska,Kino Polska,Kino Polska,0.003078
2026_06,History,Agata,RD,0.0037,History,History,HISTORY,0.003574
2026_06,CI Polsat,Agata,RD,0.001061,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.000928
2026_06,Polsat News,Dariusz,RD,0.0109,Polsat News,Polsat News,Polsat News,0.01037
2026_06,Stopklatka,Dariusz,RD,0.011000000000000001,Stopklatka,Stopklatka,Stopklatka,0.010383
2026_06,Wydarzenia24,Dariusz,RD,0.0108,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.010748
2026_06,Puls,Łukasz,RD,0.0345,Puls,TV PULS,TV PULS [PULS],0.037032
2026_06,Polsat 2,Łukasz,RD,0.0075,Polsat 2,Polsat2,Polsat2,0.006985
2026_06,Polsat Film,Łukasz,RD,0.0054,Polsat Film,Polsat Film,Polsat Film,0.005334
2026_06,Polsat Sport 1,Łukasz,RD,0.005699999999999999,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.006966
2026_06,Polsat Viasat History,Łukasz,RD,0.001238,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.000994
2026_06,Polsat Viasat Explore,Łukasz,RD,0.000867,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.001033
2026_06,Szóstka,Piotr,RD,0.0179,Szóstka,TV6,TV6,0.016383
2026_06,Super Polsat,Piotr,RD,0.01211532112713143,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.011813
2026_06,WPOLSCE24,Piotr,RD,0.00795,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007908
2026_06,AXN,Piotr,RD,0.0033007382138946395,AXN,AXN,AXN,0.002793
2026_06,BBC First,Piotr,RD,0.00338,BBC First,BBC First,BBC First [BBC HD],0.001545
2026_06,Polsat Play,Rafał,RD,0.0034999999999999996,Polsat Play,Polsat Play,Polsat Play,0.003203
2026_06,Polo TV,Rafał,RD,0.0029,Polo TV,Polo TV,Polo TV,0.003777
2026_06,SPI Kino TV,Rafał,RD,0.00214,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.002016
2026_06,Eska TV,Rafał,RD,0.00363,Eska TV,Eska TV [8TV],Eska TV [8TV],0.005053
2026_06,AMC,Rafał,RD,0.0022,AMC,AMC,AMC [MGM],0.001735
2026_06,Czwórka,Rafał,RD,0.028999999999999998,Czwórka,TV4 pl,TV4,0.028109
2026_06,TV Republika,Wiola,RD,0.0317,TV Republika,Republika,Republika [TV Republika],0.031158
2026_06,WP,Wiola,RD,0.00485,WP,WP,WP,0.004439
2026_06,Polsat Seriale,Wiola,RD,0.003984808475357104,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004256
2026_06,Polsat Cafe,Wiola,RD,0.002510009573129048,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.002773
2026_06,NBCU 13 Ulica,Wiola,RD,0.0015459999999999998,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.001159
2026_06,4FUN.TV,Wiola,RD,0.001904,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.002005
2026_06,Stars.tv,Wiola,RD,0.002637531883625535,Stars.tv,Stars.tv,Stars.tv,0.001894
2026_06,BBC Earth,Piotr,RD,0.001522,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001147
2026_06,AXN White,Piotr,RD,0.000598,AXN White,AXN White,AXN White [AXN Crime],0.000952
2026_06,History2,Agata,RD,0.002098,History2,History2 [H2],HISTORY2 [H2],0.001714
2026_06,Polsat Doku,Dariusz,RD,0.000886,Polsat Doku,Polsat Doku,Polsat Doku,0.00097
2026_06,Polsat Sport 2,Adam,RD,0.00117,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.001175
2026_06,Polsat JimJam,Dariusz,RD,0.000722,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.000969
2026_06,Epic Drama,Łukasz,RD,0.0006469999999999999,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.00055
2026_06,NBCU SciFi Universal,Łukasz,RD,0.0006569999999999999,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.00069
2026_06,4FUN KIDS,Wiola,RD,0.000415,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000539
2026_06,Polsat News 2,Dariusz,RD,0.00074,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000728
2026_06,BBC CBeebies,Dariusz,RD,0.0006990000000000001,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001057
2026_06,AXN Black,Piotr,RD,0.001249,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.001617
2026_06,Polsat Rodzina,Piotr,RD,0.000998,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.001067
2026_06,SPI Kino Polska Muzyka,Agata,RD,0.000306,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000308
2026_06,Polsat Viasat Nature,Łukasz,RD,0.00035299999999999996,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.00037
2026_06,TELE5,Adam,RD,0.000697,TELE5,Tele5,Tele5,0.000924
2026_06,BBC Brit,Piotr,RD,0.0008010000000000001,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.000753
2026_06,Eska TV Extra,Adam,RD,0.000366,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.000427
2026_06,BBC Lifestyle,Piotr,RD,0.000443,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.000524
2026_06,4FUN DANCE,Wiola,RD,0.000479,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000738
2026_06,Polsat Music,Piotr,RD,0.00032399999999999996,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000485
2026_06,Polsat Games,Łukasz,RD,0.000196,Polsat Games,Polsat Games,Polsat Games,0.000293
2026_06,Polsat Sport 3,Rafał,RD,0.00047,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000787
2026_06,Extreme Sports,Łukasz,RD,2.6e-05,Extreme Sports,Extreme Sports,Extreme Sports,2.8e-05
2026_06,Vox Music TV,Adam,RD,0.00025100000000000003,Vox Music TV,Vox Music TV,Vox Music TV,0.000334
2026_06,AXN Spin,Piotr,RD,0.00010899999999999999,AXN Spin,AXN Spin,AXN Spin,0.000141
2026_06,Eska Rock TV,Adam,RD,0.000276,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000182
2026_06,Eleven Sports 2,Łukasz,RD,0.00012468333333333335,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],3.8e-05
2026_06,NBCU E Entertainment,Wiola,RD,6.3e-05,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],8.1e-05
2026_06,POLONIA1,Adam,RD,0.00025100000000000003,POLONIA1,Polonia 1,Polonia1,0.000392
2026_06,Sundance TV,Agata,RD,0.000168,Sundance TV,Sundance Channel,Sundance Channel,0.000222
2026_06,Novela TV,Dariusz,RD,5.4999999999999995e-05,Novela TV,Novela TV,Novela TV,8.2e-05
2026_06,SPI Gametoon,Agata,RD,1.6e-05,SPI Gametoon,Gametoon,Gametoon,2.4e-05
2026_06,Golf Zone,Agata,RD,6e-05,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],5e-05
2026_06,Water Planet,Adam,RD,4.4999999999999996e-05,Water Planet,Water Planet,Water Planet [CSB TV],5.3e-05
2026_06,Polsat Film 2,Łukasz,RD,0.000428,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000523
2026_06,Polsat Reality,Rafał,RD,0.000419,Polsat Reality,Polsat Reality,Polsat Reality,0.000415
2026_06,Polsat X,Rafał,RD,0.000349,Polsat X,Polsat X,Polsat X,0.001056
2026_06,DaVinci,Dariusz,RD,0.00014099999999999998,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],4.6e-05
2026_06,TVT,Adam,RD,2.2000000000000003e-05,TVT,TVT,TVT,0.000118
2026_06,FILMBOX Premium,Łukasz,RD,0.000258,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.00022
2026_06,Ale Kino+,Agata,RD,0.001119,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.001071
2026_06,Canal+ Domo,Wiola,RD,0.000999,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001032
2026_06,Planete+,Dariusz,RD,0.0014039999999999999,Planete+,Planete+,Planete+ [Planete],0.001353
2026_06,MiniMini+,Dariusz,RD,0.001544,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.00164
2026_06,teleTOON+,Dariusz,RD,0.000249,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000278
2026_06,Novelas+,Agata,RD,0.0016,Novelas+,Novelas,Novelas,0.002151
2026_06,CANAL+ KUCHNIA,Wiola,RD,0.000984,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.001093
2026_06,Canal+ 360,Rafał,RD,0.00084,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000822
2026_06,Canal+ Sport,Łukasz,RD,0.0007147333333333332,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.000906
2026_06,Canal+ Sport2,Adam,RD,0.0008692015365763284,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000213
2026_06,Canal+ Sport3,Adam,RD,3.396666666666666e-05,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,5.5e-05
2026_06,Canal+ Sport4,Rafał,RD,4.0666666666666675e-05,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,5.3e-05
2026_06,Canal+ Sport5,Rafał,RD,0.0016,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.001541
2026_06,CANAL+ Extra1,Łukasz,RD,9.259999999999999e-05,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,2.6e-05
2026_06,CANAL+ Extra2,Łukasz,RD,3.796774193548385e-05,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_06,Viasat True Crime,Rafał,RD,0.000241,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.000328
2026_06,Novelas+1,Agata,RD,0.00010899999999999999,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000173
2026_06,Kabaret TV,Rafał,RD,0.0017230000000000001,Kabaret TV,Kabaret TV,Kabaret TV,0.001631
2026_06,Polsat News Polityka,Dariusz,RD,0.0006270000000000001,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000478
2026_06,Kanał Zero TV,Wiola,RD,0.0005,Kanał Zero TV,ZERO,ZERO,0.001481
2026_06,CANAL+ Seriale,Wiola,RD,1.81e-06,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000149
2026_06,CANAL+ Dokument,Wiola,RD,2.11e-06,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000203
2026_06,DocuBox,Dariusz,RD,6e-05,DocuBox,DocuBox,DocuBox,5.2e-05
2026_06,FILMBOX Action,Rafał,RD,0.000281,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000485
2026_06,FILMBOX Extra,Rafał,RD,0.000154,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.000284
2026_06,FILMBOX Family,Rafał,RD,0.000125,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000351
2026_06,TVN,,RD,0.0791609777287243,TVN,TVN,TVN,0.0754
2026_06,TVP1,,RD,0.04510789004312376,TVP1,TVP1,TVP1,0.067311
2026_06,TVP2,,RD,0.0437110545920797,TVP2,TVP2,TVP2,0.044827
2026_06,Polsat,Maciej,PW,0.071,Polsat,Polsat,Polsat,0.065614
2026_06,Fokus TV,Adam,PW,0.0085,Fokus TV,Fokus TV,Fokus TV,0.008547
2026_06,Nowa TV,Adam,PW,0.0036,Nowa TV,Nowa TV,Nowa TV,0.003253
2026_06,Eleven Sports 1,Adam,PW,0.0015,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.001889
2026_06,Disco Polo Music,Adam,PW,0.0006,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000801
2026_06,Puls 2,Agata,PW,0.0179,Puls 2,Puls 2,Puls 2,0.014073
2026_06,Zoom TV,Agata,PW,0.0049,Zoom TV,ZOOM,ZOOM [Zoom TV],0.003246
2026_06,SPI Kino Polska,Agata,PW,0.0026,SPI Kino Polska,Kino Polska,Kino Polska,0.003078
2026_06,History,Agata,PW,0.0036,History,History,HISTORY,0.003574
2026_06,CI Polsat,Agata,PW,0.0011,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.000928
2026_06,Polsat News,Dariusz,PW,0.0114,Polsat News,Polsat News,Polsat News,0.01037
2026_06,Stopklatka,Dariusz,PW,0.0114,Stopklatka,Stopklatka,Stopklatka,0.010383
2026_06,Wydarzenia24,Dariusz,PW,0.0111,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.010748
2026_06,Puls,Łukasz,PW,0.035,Puls,TV PULS,TV PULS [PULS],0.037032
2026_06,Polsat 2,Łukasz,PW,0.0068,Polsat 2,Polsat2,Polsat2,0.006985
2026_06,Polsat Film,Łukasz,PW,0.0051,Polsat Film,Polsat Film,Polsat Film,0.005334
2026_06,Polsat Sport 1,Łukasz,PW,0.0045,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.006966
2026_06,Polsat Viasat History,Łukasz,PW,0.0014,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.000994
2026_06,Polsat Viasat Explore,Łukasz,PW,0.0009,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.001033
2026_06,Szóstka,Piotr,PW,0.0174,Szóstka,TV6,TV6,0.016383
2026_06,Super Polsat,Piotr,PW,0.0108,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.011813
2026_06,WPOLSCE24,Piotr,PW,0.0083,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007908
2026_06,AXN,Piotr,PW,0.0028,AXN,AXN,AXN,0.002793
2026_06,BBC First,Piotr,PW,0.003,BBC First,BBC First,BBC First [BBC HD],0.001545
2026_06,Polsat Play,Rafał,PW,0.0037,Polsat Play,Polsat Play,Polsat Play,0.003203
2026_06,Polo TV,Rafał,PW,0.0035,Polo TV,Polo TV,Polo TV,0.003777
2026_06,SPI Kino TV,Rafał,PW,0.0022,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.002016
2026_06,Eska TV,Rafał,PW,0.0038,Eska TV,Eska TV [8TV],Eska TV [8TV],0.005053
2026_06,AMC,Rafał,PW,0.0021,AMC,AMC,AMC [MGM],0.001735
2026_06,Czwórka,Rafał,PW,0.0295,Czwórka,TV4 pl,TV4,0.028109
2026_06,TV Republika,Wiola,PW,0.033,TV Republika,Republika,Republika [TV Republika],0.031158
2026_06,WP,Wiola,PW,0.0051,WP,WP,WP,0.004439
2026_06,Polsat Seriale,Wiola,PW,0.0038,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004256
2026_06,Polsat Cafe,Wiola,PW,0.0022,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.002773
2026_06,NBCU 13 Ulica,Wiola,PW,0.0019,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.001159
2026_06,4FUN.TV,Wiola,PW,0.002,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.002005
2026_06,Stars.tv,Wiola,PW,0.0025,Stars.tv,Stars.tv,Stars.tv,0.001894
2026_06,BBC Earth,Piotr,PW,0.0014,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001147
2026_06,AXN White,Piotr,PW,0.0005,AXN White,AXN White,AXN White [AXN Crime],0.000952
2026_06,History2,Agata,PW,0.0021,History2,History2 [H2],HISTORY2 [H2],0.001714
2026_06,Polsat Doku,Dariusz,PW,0.0012,Polsat Doku,Polsat Doku,Polsat Doku,0.00097
2026_06,Polsat Sport 2,Adam,PW,0.0011,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.001175
2026_06,Polsat JimJam,Dariusz,PW,0.0006,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.000969
2026_06,Epic Drama,Łukasz,PW,0.0006,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.00055
2026_06,NBCU SciFi Universal,Łukasz,PW,0.0008,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.00069
2026_06,4FUN KIDS,Wiola,PW,0.0004,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000539
2026_06,Polsat News 2,Dariusz,PW,0.0006,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000728
2026_06,BBC CBeebies,Dariusz,PW,0.0012,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001057
2026_06,AXN Black,Piotr,PW,0.0015,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.001617
2026_06,Polsat Rodzina,Piotr,PW,0.0007,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.001067
