AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"07 August 2026, 13:52:28"
Period:,2025-01-01 - 2026-08-05,[25-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,310%	-	19481540	4563"
------------------------------------

,,,Target,Universe,Units
,,,A16-59,,
,,,Nat[Live +2 OOH],,
Channel,Year,Month in Year,Share,,
CANAL+ KUCHNIA,2025,6,"0,154",,
CANAL+ KUCHNIA,2025,7,"0,166",,
CANAL+ KUCHNIA,2025,8,"0,175",,
CANAL+ KUCHNIA,2025,9,"0,109",,
CANAL+ KUCHNIA,2025,10,"0,169",,
CANAL+ KUCHNIA,2025,11,"0,149",,
CANAL+ KUCHNIA,2025,12,"0,152",,
CANAL+ KUCHNIA,2026,1,"0,101",,
CANAL+ KUCHNIA,2026,2,"0,100",,
CANAL+ KUCHNIA,2026,3,"0,092",,
CANAL+ KUCHNIA,2026,4,"0,093",,
CANAL+ KUCHNIA,2026,5,"0,100",,
CANAL+ KUCHNIA,2026,6,"0,109",,
CANAL+ KUCHNIA,2026,7,"0,087",,
CANAL+ KUCHNIA,2026,8,"0,092",,
Canal+ Seriale,2025,1,"0,000",,
Canal+ Seriale,2025,2,"0,000",,
Canal+ Seriale,2025,3,"0,000",,
Canal+ Seriale,2025,4,"0,000",,
Canal+ Seriale,2025,5,"0,000",,
Canal+ Seriale,2025,6,"0,000",,
Canal+ Seriale,2025,7,"0,000",,
Canal+ Seriale,2025,8,"0,000",,
Canal+ Seriale,2025,9,"0,000",,
Canal+ Seriale,2025,10,"0,000",,
Canal+ Seriale,2025,11,"0,000",,
Canal+ Seriale,2025,12,"0,000",,
Canal+ Seriale,2026,1,"0,021",,
Canal+ Seriale,2026,2,"0,014",,
Canal+ Seriale,2026,3,"0,014",,
Canal+ Seriale,2026,4,"0,013",,
Canal+ Seriale,2026,5,"0,013",,
Canal+ Seriale,2026,6,"0,015",,
Canal+ Seriale,2026,7,"0,011",,
Canal+ Seriale,2026,8,"0,010",,
Canal+ Sport,2025,1,"0,060",,
Canal+ Sport,2025,2,"0,100",,
Canal+ Sport,2025,3,"0,097",,
Canal+ Sport,2025,4,"0,139",,
Canal+ Sport,2025,5,"0,142",,
Canal+ Sport,2025,6,"0,083",,
Canal+ Sport,2025,7,"0,056",,
Canal+ Sport,2025,8,"0,135",,
Canal+ Sport,2025,9,"0,138",,
Canal+ Sport,2025,10,"0,092",,
Canal+ Sport,2025,11,"0,071",,
Canal+ Sport,2025,12,"0,050",,
Canal+ Sport,2026,1,"0,071",,
Canal+ Sport,2026,2,"0,069",,
Canal+ Sport,2026,3,"0,068",,
Canal+ Sport,2026,4,"0,190",,
Canal+ Sport,2026,5,"0,199",,
Canal+ Sport,2026,6,"0,091",,
Canal+ Sport,2026,7,"0,047",,
Canal+ Sport,2026,8,"0,124",,
Canal+ Sport2,2025,1,"0,019",,
Canal+ Sport2,2025,2,"0,114",,
Canal+ Sport2,2025,3,"0,154",,
Canal+ Sport2,2025,4,"0,096",,
Canal+ Sport2,2025,5,"0,074",,
Canal+ Sport2,2025,6,"0,091",,
Canal+ Sport2,2025,7,"0,029",,
Canal+ Sport2,2025,8,"0,133",,
Canal+ Sport2,2025,9,"0,080",,
Canal+ Sport2,2025,10,"0,060",,
Canal+ Sport2,2025,11,"0,053",,
Canal+ Sport2,2025,12,"0,009",,
Canal+ Sport2,2026,1,"0,009",,
Canal+ Sport2,2026,2,"0,042",,
Canal+ Sport2,2026,3,"0,091",,
Canal+ Sport2,2026,4,"0,087",,
Canal+ Sport2,2026,5,"0,092",,
Canal+ Sport2,2026,6,"0,021",,
Canal+ Sport2,2026,7,"0,014",,
Canal+ Sport2,2026,8,"0,097",,
CANAL+ SPORT3,2025,1,"0,023",,
CANAL+ SPORT3,2025,2,"0,216",,
CANAL+ SPORT3,2025,3,"0,182",,
CANAL+ SPORT3,2025,4,"0,243",,
CANAL+ SPORT3,2025,5,"0,177",,
CANAL+ SPORT3,2025,6,"0,003",,
CANAL+ SPORT3,2025,7,"0,137",,
CANAL+ SPORT3,2025,8,"0,264",,
CANAL+ SPORT3,2025,9,"0,193",,
CANAL+ SPORT3,2025,10,"0,189",,
CANAL+ SPORT3,2025,11,"0,198",,
CANAL+ SPORT3,2025,12,"0,106",,
CANAL+ SPORT3,2026,1,"0,044",,
CANAL+ SPORT3,2026,2,"0,306",,
CANAL+ SPORT3,2026,3,"0,264",,
CANAL+ SPORT3,2026,4,"0,300",,
CANAL+ SPORT3,2026,5,"0,271",,
CANAL+ SPORT3,2026,6,"0,005",,
CANAL+ SPORT3,2026,7,"0,093",,
CANAL+ SPORT3,2026,8,"0,334",,
CANAL+ SPORT4,2025,1,"0,006",,
CANAL+ SPORT4,2025,2,"0,009",,
CANAL+ SPORT4,2025,3,"0,008",,
CANAL+ SPORT4,2025,4,"0,013",,
CANAL+ SPORT4,2025,5,"0,018",,
CANAL+ SPORT4,2025,6,"0,004",,
CANAL+ SPORT4,2025,7,"0,007",,
CANAL+ SPORT4,2025,8,"0,031",,
CANAL+ SPORT4,2025,9,"0,014",,
CANAL+ SPORT4,2025,10,"0,011",,
CANAL+ SPORT4,2025,11,"0,019",,
CANAL+ SPORT4,2025,12,"0,007",,
CANAL+ SPORT4,2026,1,"0,003",,
CANAL+ SPORT4,2026,2,"0,011",,
CANAL+ SPORT4,2026,3,"0,007",,
CANAL+ SPORT4,2026,4,"0,022",,
CANAL+ SPORT4,2026,5,"0,024",,
CANAL+ SPORT4,2026,6,"0,005",,
CANAL+ SPORT4,2026,7,"0,005",,
CANAL+ SPORT4,2026,8,"0,012",,
